,Unnamed: 0,radio,lon,lat,range,TowerID,Address
127,127,GSM,77.419756,23.242158,1000,40493-7207-51673,"Arera Hills ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
128,128,GSM,77.432827,23.231776999999997,1000,40493-39045-24872,"Maharana Pratap Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
129,129,GSM,77.419651,23.226523999999998,1000,40493-39045-38343,"Shivaji Nagar ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
130,130,GSM,77.422543,23.228359,1000,40493-39045-22906,"Shivaji Nagar ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
131,131,GSM,77.41145300000002,23.224686,1000,40493-39045-38163,"Jai Bhim Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
132,132,GSM,77.40593,23.225020999999998,1000,40493-39045-38592,"Jai Bhim Nagar ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
133,133,GSM,77.403594,23.224411,1000,40493-39045-38591,"Ishwar Nagar ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
134,134,GSM,77.40211500000002,23.225206,1000,40493-39045-38593,"Sunhari Bagh ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
135,135,GSM,77.40211500000002,23.228989000000002,1000,40493-39045-36582,"Tulsi Nagar ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
136,136,GSM,77.400663,23.23783,1000,40493-39045-38221,"Roshanpura Chauraha ,Subhash Yadav Marg ,45 Bunglows ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
137,137,GSM,77.391246,23.241557999999998,1000,40493-7207-13544,"Krishna Nagar ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
138,138,GSM,77.397766,23.242493,1000,40493-39045-51641,"Professors Colony ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
139,139,GSM,77.395186,23.244823,1000,40493-7207-38113,"Krishna Nagar ,Ibrahimpura ,Bhopal ,Huzur Tahsil ,Bhopal ,Madhya Pradesh ,462001 ,India ,in"
